plotid,tag_no,target,reason,response
FJ-AT1,722,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,723,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,723,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,726,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,726,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,729,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,729,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,733,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,733,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,736,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,736,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,737,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,737,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,739,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,739,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,743,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,743,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,749,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,749,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,754,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,754,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,755,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,755,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,757,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,757,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,765,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,765,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,766,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,766,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,770,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,770,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,771,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,771,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,772,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,772,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,774,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,774,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,778,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,778,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,782,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,782,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,783,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,783,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,784,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,784,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,785,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,785,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,787,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,787,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,794,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,794,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,796,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,796,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,799,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,799,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,800,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,800,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,805,gbh09,誤って「測定間違い」となっている可能性あり,
FJ-AT1,806,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,806,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,809,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,809,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,821,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,821,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,824,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,824,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,825,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,825,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,826,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,826,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,827,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,827,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,828,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,828,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,831,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,831,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,837,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,837,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,838,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,838,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,841,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,841,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,846,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,846,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,850,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,850,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,852,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,852,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,853,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,853,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,854,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,854,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,857,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,857,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,860,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,860,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,863,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,863,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,864,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,864,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,866,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,866,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,867,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,867,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,871,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,871,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,880,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,880,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,882,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,882,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,883,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,883,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,884,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,884,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,885,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,885,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,886,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,886,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,887,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,887,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,888,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,888,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,889,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,889,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,894,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,894,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,898,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,898,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,901,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,901,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,903,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,903,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,904,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,904,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,905,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,905,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,909,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,909,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,912,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,912,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,913,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,913,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,925,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,925,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,926,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,926,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,934,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,934,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,935,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,935,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,937,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,937,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,941,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,941,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,948,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,948,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,952,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,952,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,953,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,953,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,954,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,954,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,955,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,955,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,957,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,957,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,958,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,958,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,960,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,960,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,962,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,962,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,964,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,964,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,968,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,968,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,966_547,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,966_547,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,970_578,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,970_578,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,972_597,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,972_597,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,973_643,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,973_643,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,974_新1,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,974_新1,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,975_新2,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,975_新2,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,977_新3,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,977_新3,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,na1,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,na1,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,na2,mesh_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
FJ-AT1,na2,stem_x y,測定値がない,位置測定時（201607〜08）に既に枯死などで位置が測定できなかった
HD-DB1,B68,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B77,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B78,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B83,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B86,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B88,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B92,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B95,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,B96,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
HD-DB1,D509,gbh16,成長量が基準値より大きい、測定間違い？,カラスザンショウのため成長が良い
IC-BC1,261,stem_x y,測定値がない,過去の枯死個体のため、もはや不明とするしかない
IC-BC1,262,stem_x y,測定値がない,過去の枯死個体のため、もはや不明とするしかない
IC-BC1,N１,stem_x y,測定値がない,過去の枯死個体のため、もはや不明とするしかない
IC-BC1,PD371,stem_x y,測定値がない,過去の枯死個体のため、もはや不明とするしかない
IC-BC1,YB237,stem_x y,測定値がない,過去の枯死個体のため、もはや不明とするしかない
KG-EC1,1011,gbh12,誤って「nd: 測定間違い」となっている可能性あり,正しく測定間違い
KS-DB1,645,gbh13,セルの中身が空白,（座標がないので修正不可能）
KY-DB1,A0010,gbh19,前年まで生存だが、当年はnaの個体、枯死？,問題なし：主幹折れ倒木巻き込まれ死にかけで、計測不能
KY-DB1,A0113,gbh17,誤って「測定間違い」となっている可能性あり,サイト判断
KY-DB1,A0493,gbh17,誤って「測定間違い」となっている可能性あり,問題なし：正しく「測定間違い」となっている:ndが頭に付く
KY-DB1,A0780,,タグ番号の重複,修正（2018年に一旦枯死したが2019年に再生したため、新規加入にしてしまっていた）
KY-DB1,A0780,gbh18=na で gbh19=28.6,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（2018年に一旦枯死したが2019年に再生したため、新規加入にしてしまっていた）
KY-DB1,A0831,,タグ番号の重複,修正（2018年測定漏れで枯死と誤って判断されたのか、2019年に行を新たに追加していたため）
KY-DB1,A0840,gbh18=na で gbh19=23.5,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0840,gbh12に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0843,gbh18=na で gbh19=24.5,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0843,gbh11に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0847,gbh18=na で gbh19=70.6,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0847,gbh07に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0850,gbh18=na で gbh19=72.3,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0850,gbh17に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0854,gbh07に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0856,gbh07に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0861,gbh16に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0871,gbh15に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0891,gbh18=na で gbh19=289.1,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0891,gbh14に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0897,gbh13に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0899,gbh09に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0908,gbh18=na で gbh19=182.7,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0908,gbh07に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0918,gbh18=na で gbh19=79.8,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0918,gbh09に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0925,gbh18=na で gbh19=160.6,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0925,gbh15に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0927,gbh18=na で gbh19=212.5,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,修正（データ入力時のミス）
KY-DB1,A0927,gbh15に枯死,枯死の次の調査以降のgbhが「na」もしくは「dd」になっていない,修正（データ入力時のミス）
KY-DB1,A0965とA1133とA1134,ウリハダカエデ と テツカエデ,同株だが樹種が異なる,2020年に要確認
KY-DB1,A1100,,タグ番号の重複,修正（2011年の位置記入ミスによる重複）
KY-DB1,A1161,サワフタギ,変則的な種名もしくは標準和名だがモニ1000リストにない種,？サワフタギは他にも出現しており問題ないと思うが、念のため再入力
KY-DB1,A1186,,タグ番号の重複,修正（2017年に同定ミスおよび位置間違えのため）
KY-DB1,A1186とA1186,ノリウツギ と テツカエデ,同株だが樹種が異なる,修正（2017年に同定ミスおよび位置間違えのため）
KY-DB1,A1203,gbh18=na で gbh19=25,新規加入個体だが、「当年のgbhは22cm以上＆前年はna」のため前年計測忘れの疑い,問題なし
OS-EC1,14,gbh17,誤って「測定間違い」となっている可能性あり,
OS-EC1,126,gbh17,誤って「測定間違い」となっている可能性あり,
OS-EC1,147,gbh17,誤って「測定間違い」となっている可能性あり,
OS-EC1,535,gbh18,誤って「測定間違い」となっている可能性あり,
OS-EC1,702,gbh18,誤って「測定間違い」となっている可能性あり,
OS-EC1,727,"stem_xcord, stem_ycord","空白、nd,naになっている",
OS-EC1,742,"stem_xcord, stem_ycord","空白、nd,naになっている",
OS-EC1,779,"stem_xcord, stem_ycord","空白、nd,naになっている",
OS-EC1,903,gbh18,誤って「測定間違い」となっている可能性あり,
OS-EC1,721_2016,"stem_xcord, stem_ycord","空白、nd,naになっている",
OT-EC1,B0045,gbh17,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
OT-EC1,B0163,gbh17,誤って「測定間違い」となっている可能性あり,正しく「測定間違い」となっている:ndが頭に付く
